cust_id,customer_gender,age_group,customer_country,referral_type,transaction_type,transaction_date,subscription_type,transaction_year,subscription_price
1338,Male,55-65,Sweden,,INITIAL,2022-10-01,BASIC,2022,53.0
1339,Other,18-24,Sweden,,INITIAL,2021-10-01,BASIC,2021,43.0
1339,Other,18-24,Sweden,,UPGRADE,2022-06-01,MAX,2022,119.0
1340,Other,25-34,Denmark,facebook,INITIAL,2020-01-01,MAX,2020,99.0
1340,Other,25-34,Denmark,facebook,REDUCTION,2020-04-01,BASIC,2020,33.0
1340,Other,25-34,Denmark,facebook,CHURN,2021-04-01,BASIC,2021,43.0
1341,Female,55-65,Sweden,Paid Search,INITIAL,2020-02-01,MAX,2020,99.0
1341,Female,55-65,Sweden,Paid Search,REDUCTION,2020-09-01,BASIC,2020,33.0
1342,Male,35-44,Sweden,,INITIAL,2020-04-01,PRO,2020,65.0
1342,Male,35-44,Sweden,,UPGRADE,2020-11-01,MAX,2020,99.0
1343,Male,55-65,Sweden,Google Ads,INITIAL,2020-07-01,PRO,2020,65.0
1343,Male,55-65,Sweden,Google Ads,UPGRADE,2022-02-01,MAX,2022,119.0
1343,Male,55-65,Sweden,Google Ads,CHURN,2021-05-01,PRO,2021,75.0
1344,Male,35-44,Sweden,facebook,INITIAL,2020-01-01,BASIC,2020,33.0
1344,Male,35-44,Sweden,facebook,UPGRADE,2021-11-01,MAX,2021,109.0
1345,Female,55-65,Norway,,INITIAL,2022-10-01,MAX,2022,119.0
1345,Female,55-65,Norway,,REDUCTION,2022-11-01,BASIC,2022,53.0
1346,Female,45-54,Norway,,INITIAL,2022-04-01,BASIC,2022,53.0
1346,Female,45-54,Norway,,UPGRADE,2022-08-01,MAX,2022,119.0
1347,Other,45-54,Sweden,facebook,INITIAL,2022-11-01,PRO,2022,85.0
1348,Other,45-54,Sweden,,INITIAL,2021-05-01,MAX,2021,109.0
1348,Other,45-54,Sweden,,REDUCTION,2022-07-01,PRO,2022,85.0
1349,Female,45-54,Sweden,TV,INITIAL,2020-02-01,PRO,2020,65.0
1349,Female,45-54,Sweden,TV,UPGRADE,2021-04-01,MAX,2021,109.0
1349,Female,45-54,Sweden,TV,CHURN,2021-07-01,MAX,2021,109.0
1350,Male,18-24,Sweden,Google Ads,INITIAL,2022-02-01,BASIC,2022,53.0
1351,Female,35-44,Sweden,,INITIAL,2020-10-01,BASIC,2020,33.0
1351,Female,35-44,Sweden,,UPGRADE,2022-01-01,PRO,2022,85.0
1352,Female,45-54,Sweden,,INITIAL,2021-07-01,BASIC,2021,43.0
1353,Male,45-54,Sweden,Paid Search,INITIAL,2022-06-01,PRO,2022,85.0
1354,Female,35-44,Finland,,INITIAL,2021-06-01,PRO,2021,75.0
1354,Female,35-44,Finland,,REDUCTION,2022-01-01,BASIC,2022,53.0
1355,Other,35-44,Denmark,Google Ads,INITIAL,2020-01-01,PRO,2020,65.0
1355,Other,35-44,Denmark,Google Ads,UPGRADE,2022-11-01,MAX,2022,119.0
1355,Other,35-44,Denmark,Google Ads,CHURN,2020-04-01,PRO,2020,65.0
1356,Female,25-34,Denmark,facebook,INITIAL,2021-11-01,BASIC,2021,43.0
1356,Female,25-34,Denmark,facebook,UPGRADE,2022-10-01,MAX,2022,119.0
1356,Female,25-34,Denmark,facebook,CHURN,2022-02-01,BASIC,2022,53.0
1357,Female,35-44,Sweden,Paid Search,INITIAL,2020-12-01,BASIC,2020,33.0
1357,Female,35-44,Sweden,Paid Search,UPGRADE,2021-11-01,PRO,2021,75.0
1358,Male,45-54,Finland,Google Ads,INITIAL,2022-08-01,PRO,2022,85.0
1359,Female,25-34,Denmark,TV,INITIAL,2020-05-01,BASIC,2020,33.0
1359,Female,25-34,Denmark,TV,UPGRADE,2022-11-01,MAX,2022,119.0
1360,Male,55-65,Sweden,,INITIAL,2021-03-01,BASIC,2021,43.0
1360,Male,55-65,Sweden,,UPGRADE,2022-02-01,PRO,2022,85.0
1360,Male,55-65,Sweden,,CHURN,2022-10-01,PRO,2022,85.0
1361,Other,55-65,Norway,TV,INITIAL,2022-01-01,MAX,2022,119.0
1362,Other,35-44,Sweden,,INITIAL,2022-08-01,PRO,2022,85.0
1363,Other,55-65,Finland,,INITIAL,2020-12-01,BASIC,2020,33.0
1363,Other,55-65,Finland,,UPGRADE,2022-01-01,MAX,2022,119.0
1364,Other,25-34,Sweden,Display,INITIAL,2022-01-01,MAX,2022,119.0
1364,Other,25-34,Sweden,Display,REDUCTION,2022-09-01,BASIC,2022,53.0
1365,Female,35-44,Sweden,Organic Search,INITIAL,2020-08-01,PRO,2020,65.0
1365,Female,35-44,Sweden,Organic Search,UPGRADE,2020-11-01,MAX,2020,99.0
1365,Female,35-44,Sweden,Organic Search,CHURN,2021-01-01,PRO,2021,75.0
1365,Female,35-44,Sweden,Organic Search,CHURN,2021-04-01,PRO,2021,75.0
1366,Other,18-24,Sweden,TV,INITIAL,2020-10-01,BASIC,2020,33.0
1367,Male,55-65,Denmark,Organic Search,INITIAL,2022-07-01,BASIC,2022,53.0
1368,Female,18-24,Denmark,,INITIAL,2020-01-01,BASIC,2020,33.0
1368,Female,18-24,Denmark,,UPGRADE,2020-12-01,PRO,2020,65.0
1368,Female,18-24,Denmark,,CHURN,2020-12-01,BASIC,2020,33.0
1368,Female,18-24,Denmark,,CHURN,2021-11-01,PRO,2021,75.0
1369,Other,55-65,Denmark,Paid Search,INITIAL,2021-04-01,BASIC,2021,43.0
1369,Other,55-65,Denmark,Paid Search,CHURN,2022-03-01,BASIC,2022,53.0
1370,Female,18-24,Sweden,,INITIAL,2022-06-01,BASIC,2022,53.0
1371,Male,18-24,Norway,Organic Search,INITIAL,2021-10-01,BASIC,2021,43.0
1372,Other,35-44,Norway,,INITIAL,2021-06-01,BASIC,2021,43.0
1373,Female,25-34,Denmark,,INITIAL,2022-09-01,PRO,2022,85.0
1374,Female,25-34,Sweden,,INITIAL,2020-10-01,BASIC,2020,33.0
1374,Female,25-34,Sweden,,CHURN,2021-04-01,BASIC,2021,43.0
1375,Other,18-24,Sweden,,INITIAL,2022-08-01,PRO,2022,85.0
1376,Male,35-44,Denmark,,INITIAL,2021-12-01,PRO,2021,75.0
1376,Male,35-44,Denmark,,REDUCTION,2022-09-01,BASIC,2022,53.0
1377,Male,25-34,Finland,,INITIAL,2022-09-01,BASIC,2022,53.0
1378,Other,55-65,Sweden,,INITIAL,2021-12-01,PRO,2021,75.0
1378,Other,55-65,Sweden,,REDUCTION,2022-11-01,BASIC,2022,53.0
1379,Other,55-65,Norway,,INITIAL,2021-05-01,MAX,2021,109.0
1380,Male,18-24,Finland,Paid Search,INITIAL,2020-01-01,BASIC,2020,33.0
1380,Male,18-24,Finland,Paid Search,UPGRADE,2022-05-01,MAX,2022,119.0
1380,Male,18-24,Finland,Paid Search,CHURN,2022-10-01,MAX,2022,119.0
1381,Other,18-24,Sweden,facebook,INITIAL,2020-06-01,BASIC,2020,33.0
1381,Other,18-24,Sweden,facebook,UPGRADE,2022-07-01,MAX,2022,119.0
1382,Male,18-24,Norway,,INITIAL,2020-11-01,PRO,2020,65.0
1382,Male,18-24,Norway,,UPGRADE,2022-02-01,MAX,2022,119.0
1383,Male,25-34,Norway,,INITIAL,2022-05-01,PRO,2022,85.0
1384,Other,25-34,Finland,,INITIAL,2022-08-01,MAX,2022,119.0
1385,Other,18-24,Denmark,facebook,INITIAL,2022-07-01,PRO,2022,85.0
1386,Other,45-54,Sweden,,INITIAL,2020-02-01,PRO,2020,65.0
1386,Other,45-54,Sweden,,UPGRADE,2021-12-01,MAX,2021,109.0
1387,Other,18-24,Sweden,Google Ads,INITIAL,2021-06-01,PRO,2021,75.0
1387,Other,18-24,Sweden,Google Ads,REDUCTION,2022-10-01,BASIC,2022,53.0
1388,Female,55-65,Sweden,,INITIAL,2021-01-01,BASIC,2021,43.0
1388,Female,55-65,Sweden,,UPGRADE,2022-10-01,PRO,2022,85.0
1389,Other,25-34,Sweden,Paid Search,INITIAL,2022-04-01,MAX,2022,119.0
1390,Female,45-54,Sweden,Google Ads,INITIAL,2021-03-01,PRO,2021,75.0
1390,Female,45-54,Sweden,Google Ads,REDUCTION,2021-10-01,BASIC,2021,43.0
1391,Male,25-34,Sweden,Organic Search,INITIAL,2020-08-01,PRO,2020,65.0
1391,Male,25-34,Sweden,Organic Search,REDUCTION,2022-04-01,BASIC,2022,53.0
1392,Other,45-54,Sweden,Display,INITIAL,2022-03-01,PRO,2022,85.0
1393,Female,45-54,Finland,Bing,INITIAL,2020-10-01,PRO,2020,65.0
1393,Female,45-54,Finland,Bing,REDUCTION,2021-04-01,BASIC,2021,43.0
1394,Female,45-54,Sweden,Organic Search,INITIAL,2020-06-01,PRO,2020,65.0
1394,Female,45-54,Sweden,Organic Search,UPGRADE,2020-11-01,MAX,2020,99.0
1395,Male,45-54,Finland,Organic Search,INITIAL,2022-01-01,PRO,2022,85.0
1396,Male,25-34,Norway,facebook,INITIAL,2021-04-01,BASIC,2021,43.0
1396,Male,25-34,Norway,facebook,UPGRADE,2021-08-01,PRO,2021,75.0
1397,Other,55-65,Sweden,,INITIAL,2020-10-01,BASIC,2020,33.0
1398,Male,55-65,Sweden,,INITIAL,2022-06-01,PRO,2022,85.0
1399,Male,18-24,Denmark,Paid Search,INITIAL,2020-03-01,BASIC,2020,33.0
1399,Male,18-24,Denmark,Paid Search,UPGRADE,2022-07-01,MAX,2022,119.0
1399,Male,18-24,Denmark,Paid Search,CHURN,2021-03-01,BASIC,2021,43.0
1400,Female,25-34,Finland,,INITIAL,2020-06-01,BASIC,2020,33.0
1400,Female,25-34,Finland,,UPGRADE,2021-06-01,MAX,2021,109.0
1401,Female,25-34,Finland,,INITIAL,2020-03-01,PRO,2020,65.0
1401,Female,25-34,Finland,,UPGRADE,2021-03-01,MAX,2021,109.0
1402,Female,25-34,Sweden,facebook,INITIAL,2020-05-01,BASIC,2020,33.0
1402,Female,25-34,Sweden,facebook,UPGRADE,2022-02-01,PRO,2022,85.0
1402,Female,25-34,Sweden,facebook,CHURN,2022-05-01,PRO,2022,85.0
1403,Other,55-65,Sweden,Organic Search,INITIAL,2021-06-01,MAX,2021,109.0
1403,Other,55-65,Sweden,Organic Search,REDUCTION,2021-09-01,PRO,2021,75.0
1404,Female,35-44,Denmark,Google Ads,INITIAL,2021-04-01,BASIC,2021,43.0
1404,Female,35-44,Denmark,Google Ads,UPGRADE,2022-11-01,PRO,2022,85.0
1404,Female,35-44,Denmark,Google Ads,CHURN,2022-01-01,BASIC,2022,53.0
1405,Female,25-34,Denmark,Paid Search,INITIAL,2020-07-01,PRO,2020,65.0
1405,Female,25-34,Denmark,Paid Search,UPGRADE,2021-06-01,MAX,2021,109.0
1406,Other,25-34,Sweden,Paid Search,INITIAL,2020-04-01,BASIC,2020,33.0
1407,Female,18-24,Denmark,,INITIAL,2021-07-01,PRO,2021,75.0
1408,Male,35-44,Denmark,,INITIAL,2021-11-01,BASIC,2021,43.0
1409,Female,18-24,Finland,facebook,INITIAL,2022-12-01,BASIC,2022,53.0
1410,Other,55-65,Sweden,Organic Search,INITIAL,2022-02-01,PRO,2022,85.0
1410,Other,55-65,Sweden,Organic Search,REDUCTION,2022-10-01,BASIC,2022,53.0
1411,Male,35-44,Sweden,,INITIAL,2020-10-01,BASIC,2020,33.0
1411,Male,35-44,Sweden,,UPGRADE,2021-02-01,MAX,2021,109.0
1411,Male,35-44,Sweden,,CHURN,2021-04-01,BASIC,2021,43.0
1412,Other,18-24,Sweden,facebook,INITIAL,2020-02-01,BASIC,2020,33.0
1412,Other,18-24,Sweden,facebook,UPGRADE,2021-08-01,PRO,2021,75.0
1413,Female,45-54,Norway,Organic Search,INITIAL,2020-11-01,PRO,2020,65.0
1413,Female,45-54,Norway,Organic Search,REDUCTION,2021-10-01,BASIC,2021,43.0
1413,Female,45-54,Norway,Organic Search,CHURN,2022-09-01,BASIC,2022,53.0
1414,Female,25-34,Norway,,INITIAL,2020-05-01,PRO,2020,65.0
1414,Female,25-34,Norway,,UPGRADE,2022-11-01,MAX,2022,119.0
1415,Male,35-44,Sweden,Paid Search,INITIAL,2022-06-01,BASIC,2022,53.0
1416,Other,25-34,Sweden,facebook,INITIAL,2020-04-01,MAX,2020,99.0
1416,Other,25-34,Sweden,facebook,REDUCTION,2021-02-01,BASIC,2021,43.0
1416,Other,25-34,Sweden,facebook,CHURN,2022-03-01,BASIC,2022,53.0
1417,Female,25-34,Sweden,Google Ads,INITIAL,2020-11-01,BASIC,2020,33.0
1417,Female,25-34,Sweden,Google Ads,UPGRADE,2022-04-01,PRO,2022,85.0
1418,Other,35-44,Sweden,facebook,INITIAL,2021-06-01,BASIC,2021,43.0
1419,Other,18-24,Sweden,TV,INITIAL,2022-12-01,MAX,2022,119.0
1420,Other,45-54,Sweden,Google Ads,INITIAL,2021-07-01,MAX,2021,109.0
1421,Other,45-54,Denmark,TV,INITIAL,2022-10-01,BASIC,2022,53.0
1422,Male,18-24,Sweden,,INITIAL,2020-12-01,BASIC,2020,33.0
1422,Male,18-24,Sweden,,UPGRADE,2021-03-01,MAX,2021,109.0
1423,Male,55-65,Denmark,,INITIAL,2020-06-01,PRO,2020,65.0
1423,Male,55-65,Denmark,,REDUCTION,2020-08-01,BASIC,2020,33.0
1424,Other,45-54,Norway,Organic Search,INITIAL,2020-09-01,PRO,2020,65.0
1424,Other,45-54,Norway,Organic Search,UPGRADE,2022-07-01,MAX,2022,119.0
1425,Male,25-34,Sweden,Organic Search,INITIAL,2021-08-01,BASIC,2021,43.0
1426,Female,55-65,Norway,facebook,INITIAL,2020-03-01,MAX,2020,99.0
1426,Female,55-65,Norway,facebook,REDUCTION,2020-06-01,PRO,2020,65.0
1427,Female,55-65,Denmark,,INITIAL,2022-08-01,PRO,2022,85.0
1428,Male,35-44,Sweden,facebook,INITIAL,2020-03-01,PRO,2020,65.0
1428,Male,35-44,Sweden,facebook,UPGRADE,2021-10-01,MAX,2021,109.0
1428,Male,35-44,Sweden,facebook,CHURN,2022-01-01,MAX,2022,119.0
1428,Male,35-44,Sweden,facebook,CHURN,2022-02-01,MAX,2022,119.0
1429,Other,55-65,Sweden,Organic Search,INITIAL,2020-06-01,BASIC,2020,33.0
1429,Other,55-65,Sweden,Organic Search,UPGRADE,2022-02-01,PRO,2022,85.0
1430,Female,35-44,Finland,,INITIAL,2021-03-01,BASIC,2021,43.0
1430,Female,35-44,Finland,,UPGRADE,2022-09-01,PRO,2022,85.0
1431,Female,18-24,Finland,TV,INITIAL,2021-05-01,PRO,2021,75.0
1431,Female,18-24,Finland,TV,REDUCTION,2022-04-01,BASIC,2022,53.0
1432,Female,18-24,Sweden,TV,INITIAL,2021-07-01,BASIC,2021,43.0
1432,Female,18-24,Sweden,TV,UPGRADE,2022-08-01,MAX,2022,119.0
1433,Male,45-54,Denmark,Organic Search,INITIAL,2022-04-01,PRO,2022,85.0
1434,Male,18-24,Finland,Organic Search,INITIAL,2021-02-01,PRO,2021,75.0
1434,Male,18-24,Finland,Organic Search,REDUCTION,2021-09-01,BASIC,2021,43.0
1435,Male,55-65,Finland,Google Ads,INITIAL,2020-06-01,PRO,2020,65.0
1435,Male,55-65,Finland,Google Ads,UPGRADE,2021-06-01,MAX,2021,109.0
1436,Female,45-54,Sweden,,INITIAL,2022-01-01,BASIC,2022,53.0
1436,Female,45-54,Sweden,,UPGRADE,2022-04-01,MAX,2022,119.0
1437,Other,18-24,Norway,facebook,INITIAL,2021-12-01,BASIC,2021,43.0
1437,Other,18-24,Norway,facebook,UPGRADE,2022-03-01,MAX,2022,119.0
1438,Other,35-44,Sweden,Organic Search,INITIAL,2022-09-01,MAX,2022,119.0
1439,Female,18-24,Sweden,facebook,INITIAL,2021-07-01,BASIC,2021,43.0
1440,Other,35-44,Finland,Google Ads,INITIAL,2022-04-01,PRO,2022,85.0
1440,Other,35-44,Finland,Google Ads,CHURN,2022-11-01,PRO,2022,85.0
1441,Other,45-54,Sweden,,INITIAL,2022-09-01,BASIC,2022,53.0
1442,Other,55-65,Norway,,INITIAL,2020-09-01,MAX,2020,99.0
1442,Other,55-65,Norway,,REDUCTION,2022-03-01,PRO,2022,85.0
1443,Other,18-24,Sweden,,INITIAL,2020-08-01,BASIC,2020,33.0
1443,Other,18-24,Sweden,,UPGRADE,2021-02-01,PRO,2021,75.0
1444,Other,45-54,Finland,,INITIAL,2020-12-01,PRO,2020,65.0
1444,Other,45-54,Finland,,REDUCTION,2022-01-01,BASIC,2022,53.0
1445,Other,45-54,Sweden,,INITIAL,2021-07-01,BASIC,2021,43.0
1446,Female,18-24,Denmark,,INITIAL,2021-09-01,BASIC,2021,43.0
1446,Female,18-24,Denmark,,UPGRADE,2022-01-01,PRO,2022,85.0
1446,Female,18-24,Denmark,,CHURN,2022-10-01,BASIC,2022,53.0
1446,Female,18-24,Denmark,,CHURN,2021-12-01,BASIC,2021,43.0
1447,Male,18-24,Sweden,,INITIAL,2020-01-01,PRO,2020,65.0
1447,Male,18-24,Sweden,,UPGRADE,2022-04-01,MAX,2022,119.0
1448,Other,18-24,Sweden,facebook,INITIAL,2022-08-01,BASIC,2022,53.0
1449,Other,18-24,Sweden,Paid Search,INITIAL,2022-11-01,MAX,2022,119.0
1450,Female,18-24,Norway,,INITIAL,2020-11-01,BASIC,2020,33.0
1450,Female,18-24,Norway,,UPGRADE,2021-08-01,MAX,2021,109.0
1451,Other,25-34,Norway,Organic Search,INITIAL,2021-08-01,PRO,2021,75.0
1451,Other,25-34,Norway,Organic Search,REDUCTION,2021-10-01,BASIC,2021,43.0
1452,Female,55-65,Sweden,facebook,INITIAL,2021-11-01,PRO,2021,75.0
1453,Male,25-34,Denmark,Organic Search,INITIAL,2020-04-01,PRO,2020,65.0
1453,Male,25-34,Denmark,Organic Search,REDUCTION,2021-04-01,BASIC,2021,43.0
1454,Other,55-65,Sweden,,INITIAL,2022-11-01,PRO,2022,85.0
1455,Other,35-44,Sweden,facebook,INITIAL,2021-04-01,BASIC,2021,43.0
1456,Male,18-24,Norway,Organic Search,INITIAL,2021-06-01,PRO,2021,75.0
1456,Male,18-24,Norway,Organic Search,UPGRADE,2022-07-01,MAX,2022,119.0
1457,Male,25-34,Denmark,Google Ads,INITIAL,2021-05-01,BASIC,2021,43.0
1457,Male,25-34,Denmark,Google Ads,UPGRADE,2022-03-01,MAX,2022,119.0
1458,Female,45-54,Finland,facebook,INITIAL,2022-02-01,MAX,2022,119.0
1459,Female,18-24,Sweden,,INITIAL,2020-08-01,BASIC,2020,33.0
1459,Female,18-24,Sweden,,UPGRADE,2022-03-01,PRO,2022,85.0
1460,Female,55-65,Finland,Display,INITIAL,2022-01-01,PRO,2022,85.0
1461,Male,45-54,Finland,facebook,INITIAL,2021-09-01,BASIC,2021,43.0
1462,Other,55-65,Norway,Paid Search,INITIAL,2020-09-01,PRO,2020,65.0
1462,Other,55-65,Norway,Paid Search,UPGRADE,2021-08-01,MAX,2021,109.0
1463,Other,25-34,Sweden,facebook,INITIAL,2021-09-01,MAX,2021,109.0
1464,Other,25-34,Sweden,Paid Search,INITIAL,2020-09-01,BASIC,2020,33.0
1464,Other,25-34,Sweden,Paid Search,UPGRADE,2021-11-01,MAX,2021,109.0
1465,Other,25-34,Finland,facebook,INITIAL,2020-01-01,PRO,2020,65.0
1465,Other,25-34,Finland,facebook,UPGRADE,2022-08-01,MAX,2022,119.0
1466,Female,35-44,Denmark,Paid Search,INITIAL,2020-08-01,PRO,2020,65.0
1466,Female,35-44,Denmark,Paid Search,UPGRADE,2021-09-01,MAX,2021,109.0
1466,Female,35-44,Denmark,Paid Search,CHURN,2021-07-01,PRO,2021,75.0
1466,Female,35-44,Denmark,Paid Search,CHURN,2022-10-01,MAX,2022,119.0
1467,Female,18-24,Denmark,,INITIAL,2022-06-01,PRO,2022,85.0
1468,Male,18-24,Denmark,,INITIAL,2022-06-01,BASIC,2022,53.0
1469,Other,25-34,Sweden,,INITIAL,2020-03-01,MAX,2020,99.0
1469,Other,25-34,Sweden,,REDUCTION,2021-08-01,BASIC,2021,43.0
1470,Male,55-65,Denmark,facebook,INITIAL,2022-07-01,PRO,2022,85.0
1470,Male,55-65,Denmark,facebook,REDUCTION,2022-11-01,BASIC,2022,53.0
1471,Other,18-24,Denmark,,INITIAL,2022-07-01,PRO,2022,85.0
1472,Female,45-54,Sweden,,INITIAL,2022-12-01,BASIC,2022,53.0
1473,Male,35-44,Sweden,facebook,INITIAL,2021-09-01,BASIC,2021,43.0
1474,Female,45-54,Sweden,Organic Search,INITIAL,2021-12-01,PRO,2021,75.0
1474,Female,45-54,Sweden,Organic Search,UPGRADE,2022-05-01,MAX,2022,119.0
1475,Female,55-65,Sweden,Paid Search,INITIAL,2022-07-01,MAX,2022,119.0
1476,Other,25-34,Sweden,Paid Search,INITIAL,2021-11-01,MAX,2021,109.0
1476,Other,25-34,Sweden,Paid Search,REDUCTION,2022-11-01,PRO,2022,85.0
1477,Other,35-44,Sweden,Paid Search,INITIAL,2021-04-01,PRO,2021,75.0
1477,Other,35-44,Sweden,Paid Search,REDUCTION,2022-09-01,BASIC,2022,53.0
1478,Other,35-44,Sweden,facebook,INITIAL,2020-08-01,BASIC,2020,33.0
1478,Other,35-44,Sweden,facebook,UPGRADE,2021-11-01,MAX,2021,109.0
1479,Other,35-44,Sweden,facebook,INITIAL,2022-06-01,MAX,2022,119.0
1479,Other,35-44,Sweden,facebook,REDUCTION,2022-09-01,BASIC,2022,53.0
1480,Male,35-44,Norway,Google Ads,INITIAL,2020-08-01,BASIC,2020,33.0
1480,Male,35-44,Norway,Google Ads,UPGRADE,2022-08-01,MAX,2022,119.0
1481,Female,25-34,Norway,Google Ads,INITIAL,2022-04-01,BASIC,2022,53.0
1481,Female,25-34,Norway,Google Ads,CHURN,2022-10-01,BASIC,2022,53.0
1482,Female,18-24,Denmark,Bing,INITIAL,2021-07-01,PRO,2021,75.0
1482,Female,18-24,Denmark,Bing,UPGRADE,2022-11-01,MAX,2022,119.0
1483,Other,35-44,Sweden,,INITIAL,2022-06-01,PRO,2022,85.0
1484,Male,25-34,Finland,,INITIAL,2020-06-01,PRO,2020,65.0
1484,Male,25-34,Finland,,UPGRADE,2021-07-01,MAX,2021,109.0
1484,Male,25-34,Finland,,CHURN,2021-12-01,MAX,2021,109.0
1484,Male,25-34,Finland,,CHURN,2020-11-01,PRO,2020,65.0
1484,Male,25-34,Finland,,CHURN,2022-01-01,MAX,2022,119.0
1485,Female,25-34,Sweden,facebook,INITIAL,2022-05-01,MAX,2022,119.0
1486,Male,35-44,Sweden,Paid Search,INITIAL,2022-04-01,BASIC,2022,53.0
1486,Male,35-44,Sweden,Paid Search,CHURN,2022-07-01,BASIC,2022,53.0
1487,Other,18-24,Sweden,,INITIAL,2020-04-01,MAX,2020,99.0
1487,Other,18-24,Sweden,,REDUCTION,2020-12-01,BASIC,2020,33.0
1488,Female,35-44,Finland,facebook,INITIAL,2022-03-01,BASIC,2022,53.0
1488,Female,35-44,Finland,facebook,CHURN,2022-10-01,BASIC,2022,53.0
1489,Male,45-54,Finland,,INITIAL,2022-02-01,PRO,2022,85.0
1490,Female,18-24,Sweden,Bing,INITIAL,2021-02-01,BASIC,2021,43.0
1490,Female,18-24,Sweden,Bing,UPGRADE,2021-11-01,MAX,2021,109.0
1491,Male,55-65,Denmark,Organic Search,INITIAL,2020-02-01,BASIC,2020,33.0
1491,Male,55-65,Denmark,Organic Search,UPGRADE,2022-09-01,MAX,2022,119.0
1492,Female,55-65,Norway,Display,INITIAL,2022-01-01,PRO,2022,85.0
1492,Female,55-65,Norway,Display,REDUCTION,2022-03-01,BASIC,2022,53.0
1493,Other,25-34,Sweden,,INITIAL,2021-04-01,PRO,2021,75.0
1493,Other,25-34,Sweden,,UPGRADE,2021-12-01,MAX,2021,109.0
1493,Other,25-34,Sweden,,CHURN,2021-07-01,PRO,2021,75.0
1494,Other,25-34,Sweden,,INITIAL,2021-10-01,PRO,2021,75.0
1494,Other,25-34,Sweden,,REDUCTION,2022-10-01,BASIC,2022,53.0
1495,Male,18-24,Finland,,INITIAL,2022-03-01,BASIC,2022,53.0
1496,Male,35-44,Finland,Paid Search,INITIAL,2021-01-01,BASIC,2021,43.0
1496,Male,35-44,Finland,Paid Search,CHURN,2021-06-01,BASIC,2021,43.0
1497,Other,18-24,Sweden,,INITIAL,2021-12-01,MAX,2021,109.0
1497,Other,18-24,Sweden,,REDUCTION,2022-01-01,PRO,2022,85.0
1498,Male,18-24,Norway,,INITIAL,2022-10-01,BASIC,2022,53.0
1499,Other,55-65,Finland,,INITIAL,2020-05-01,BASIC,2020,33.0
1499,Other,55-65,Finland,,UPGRADE,2021-06-01,MAX,2021,109.0
1499,Other,55-65,Finland,,CHURN,2021-10-01,MAX,2021,109.0
1500,Male,18-24,Denmark,facebook,INITIAL,2021-12-01,BASIC,2021,43.0
1501,Other,18-24,Sweden,Display,INITIAL,2020-05-01,BASIC,2020,33.0
1501,Other,18-24,Sweden,Display,UPGRADE,2021-03-01,PRO,2021,75.0
1502,Female,18-24,Sweden,Organic Search,INITIAL,2020-01-01,BASIC,2020,33.0
1502,Female,18-24,Sweden,Organic Search,UPGRADE,2020-08-01,MAX,2020,99.0
1503,Male,25-34,Sweden,,INITIAL,2022-08-01,BASIC,2022,53.0
1504,Male,18-24,Sweden,Google Ads,INITIAL,2020-05-01,BASIC,2020,33.0
1504,Male,18-24,Sweden,Google Ads,UPGRADE,2022-07-01,PRO,2022,85.0
1505,Other,25-34,Denmark,Google Ads,INITIAL,2022-07-01,MAX,2022,119.0
1506,Male,35-44,Finland,Paid Search,INITIAL,2020-08-01,PRO,2020,65.0
1506,Male,35-44,Finland,Paid Search,REDUCTION,2022-03-01,BASIC,2022,53.0
1507,Female,45-54,Sweden,,INITIAL,2021-02-01,BASIC,2021,43.0
1507,Female,45-54,Sweden,,UPGRADE,2022-09-01,MAX,2022,119.0
1508,Other,18-24,Sweden,Google Ads,INITIAL,2021-06-01,MAX,2021,109.0
1508,Other,18-24,Sweden,Google Ads,REDUCTION,2021-08-01,BASIC,2021,43.0
1509,Other,35-44,Sweden,,INITIAL,2022-07-01,PRO,2022,85.0
1510,Male,25-34,Norway,,INITIAL,2020-03-01,BASIC,2020,33.0
1510,Male,25-34,Norway,,UPGRADE,2022-03-01,MAX,2022,119.0
1511,Female,25-34,Sweden,Google Ads,INITIAL,2022-02-01,BASIC,2022,53.0
1512,Other,55-65,Norway,,INITIAL,2021-02-01,PRO,2021,75.0
1512,Other,55-65,Norway,,REDUCTION,2022-03-01,BASIC,2022,53.0
1513,Male,55-65,Sweden,facebook,INITIAL,2021-04-01,BASIC,2021,43.0
1513,Male,55-65,Sweden,facebook,UPGRADE,2022-11-01,PRO,2022,85.0
1514,Other,25-34,Sweden,Google Ads,INITIAL,2020-05-01,PRO,2020,65.0
1514,Other,25-34,Sweden,Google Ads,UPGRADE,2022-06-01,MAX,2022,119.0
1515,Female,45-54,Sweden,,INITIAL,2022-11-01,BASIC,2022,53.0
1516,Female,25-34,Finland,,INITIAL,2020-05-01,PRO,2020,65.0
1516,Female,25-34,Finland,,UPGRADE,2021-12-01,MAX,2021,109.0
1516,Female,25-34,Finland,,CHURN,2020-11-01,PRO,2020,65.0
1516,Female,25-34,Finland,,CHURN,2020-10-01,PRO,2020,65.0
1516,Female,25-34,Finland,,CHURN,2022-11-01,MAX,2022,119.0
1517,Other,18-24,Finland,Organic Search,INITIAL,2022-12-01,PRO,2022,85.0
1518,Other,55-65,Norway,,INITIAL,2020-04-01,PRO,2020,65.0
1518,Other,55-65,Norway,,UPGRADE,2021-03-01,MAX,2021,109.0
1519,Male,35-44,Finland,Organic Search,INITIAL,2021-08-01,PRO,2021,75.0
